comp,eventId,rTypeId,pos,personName,wcaId,best,average
GuildfordOpen2020,minx,d,3,Katie Davies,2017DAVI03,45.28,52.79
GuildfordOpen2020,minx,d,4,Eli Jay,2014JAYE01,49.51,55.76
GuildfordOpen2020,minx,d,5,Ben Stokes,2018STOK01,46.97,58.65
GuildfordOpen2020,minx,d,6,Jacob Chambers,2017CHAM09,50.46,59.47
GuildfordOpen2020,minx,d,7,Robert Yau,2009YAUR01,55.55,59.52
GuildfordOpen2020,minx,d,8,Fabio Schwandt,2014SCHW02,57.14,60.94
GuildfordOpen2020,minx,d,9,Callum Hales-Jepp,2012HALE01,53.1,60.99
GuildfordOpen2020,minx,d,10,Theo Hall,2017HALL06,61.33,67.34
GuildfordOpen2020,minx,d,11,Harry Savage,2013SAVA01,63.75,67.43
GuildfordOpen2020,minx,d,12,Daniel Sheppard,2009SHEP01,61.38,67.58
GuildfordOpen2020,minx,d,13,Milhouse Gibbons-Paul,2017GIBB01,56.42,72.23
GuildfordOpen2020,minx,d,14,Robert Alden,2019ALDE01,67.29,75.61
GuildfordOpen2020,minx,d,15,Chris Mills,2014MILL04,72.39,77.56
GuildfordOpen2020,minx,d,16,Bill Hammill,2015HAMM01,65.81,82.02
GuildfordOpen2020,minx,d,17,George Scholey,2015SCHO05,79.52,82.8
GuildfordOpen2020,minx,d,18,Charlie Stark,2014STAR05,72.06,82.85
GuildfordOpen2020,minx,d,19,Mark Ostrom,2017OSTR01,78.29,83.7
GuildfordOpen2020,minx,d,20,Cameron Jones,2017JONE14,79.05,85.33
GuildfordOpen2020,minx,d,21,Harry Taylor,2014TAYL06,80.44,85.89
GuildfordOpen2020,minx,d,22,James Molloy,2011MOLL01,68.47,86.27
GuildfordOpen2020,minx,d,23,Marcus Siu,2016SIUM01,83.09,87.97
GuildfordOpen2020,minx,d,24,Oliver Fisk,2018FISK01,79.26,88.08
GuildfordOpen2020,minx,d,25,Brandon Poulton,2019POUL02,75.41,89.28
GuildfordOpen2020,minx,d,26,Jason Harley,2016HARL01,77.06,90.32
GuildfordOpen2020,minx,d,27,Jake Brown,2020BROW01,64.13,90.48
GuildfordOpen2020,minx,d,28,David Lim,2010LIMD01,88.62,93.37
GuildfordOpen2020,minx,d,29,Jacob Caine,2019CAIN01,80.19,94.24
GuildfordOpen2020,minx,d,30,Mengfei Shen (沈梦非),2018SHEN07,88.02,95.02
GuildfordOpen2020,minx,d,31,Naglis Peciulis,2017PECI01,94.45,99.68
GuildfordOpen2020,minx,d,32,Cheung-Hao Tu,2016TUCH02,92.13,101.16
GuildfordOpen2020,minx,d,33,Oliver Castledine,2018CAST08,87.14,101.37
GuildfordOpen2020,minx,d,34,Kai Roff,2018ROFF01,98.03,103.95
GuildfordOpen2020,minx,d,35,Jaime Calzado Gomez,2018GOME06,99.62,107.2
GuildfordOpen2020,minx,d,36,Theo Proferes,2019PROF01,102.4,113.63
GuildfordOpen2020,minx,d,37,Henry Asker,2016ASKE01,104.91,130.52
GuildfordOpen2020,minx,d,38,Sarah Fluck,2018FLUC01,106.08,0.0
GuildfordOpen2020,minx,d,39,Hussain Iqbal,2016IQBA01,108.2,0.0
GuildfordOpen2020,minx,d,40,Thaynara Santana de Oliveira,2011OLIV03,111.14,0.0
GuildfordOpen2020,minx,d,41,Veer Jagdev,2018JAGD05,115.24,0.0
GuildfordOpen2020,minx,d,42,Aidan Grainger,2018GRAI01,115.65,0.0
GuildfordOpen2020,minx,d,43,Jack Buckley,2020BUCK02,119.92,0.0
GuildfordOpen2020,minx,d,44,Harry Owen,2017OWEN01,120.43,0.0
GuildfordOpen2020,minx,d,45,Tom Salmon,2015SALM03,122.62,0.0
GuildfordOpen2020,minx,d,46,Will Chaplin,2019CHAP03,130.63,0.0
GuildfordOpen2020,minx,d,47,Ethan Pride,2014PRID01,130.71,0.0
GuildfordOpen2020,minx,d,48,Ben Uren,2019UREN01,131.23,0.0
GuildfordOpen2020,minx,d,49,Joe Akehurst,2019AKEH01,136.21,0.0
GuildfordOpen2020,minx,d,50,Daniel Porteous,2019PORT11,140.36,0.0
GuildfordOpen2020,minx,d,51,Joseph Williams,2018WILL27,141.51,0.0
GuildfordOpen2020,minx,d,52,Cassidy Walcott,2019WALC02,145.57,0.0
GuildfordOpen2020,minx,d,53,Nabeel Mahmood,2019MAHM07,148.71,0.0
GuildfordOpen2020,minx,d,54,Sam Shaw,2016SHAW02,151.9,0.0
GuildfordOpen2020,minx,d,55,Ela Alper,2020ALPE01,155.72,0.0
GuildfordOpen2020,minx,d,56,Edward Burgess,2018BURG03,159.76,0.0
GuildfordOpen2020,minx,d,57,Andy Nicholls,2015NICH04,161.86,0.0
GuildfordOpen2020,minx,d,58,Oscar Axten,2020AXTE01,162.71,0.0
GuildfordOpen2020,minx,d,59,Samuel Talacko,2019TALA02,162.82,0.0
GuildfordOpen2020,minx,d,60,Sam Spendla,2015SPEN01,167.49,0.0
GuildfordOpen2020,minx,d,61,Joe Greenland,2019GREE02,167.88,0.0
GuildfordOpen2020,minx,d,62,Koutaro Maeda (前田宏太朗),2019MAED01,172.76,0.0
GuildfordOpen2020,minx,d,63,Thomas Bevan,2017BEVA01,176.83,0.0
GuildfordOpen2020,minx,d,64,Aann Bhatia,2020BHAT01,-0.01,0.0
GuildfordOpen2020,minx,d,64,Aidee Glatz,2019GLAT01,-0.01,0.0
GuildfordOpen2020,minx,d,64,Alexander Edelman,2020EDEL01,-0.01,0.0
GuildfordOpen2020,minx,d,64,Bray Bailey Baker,2020BAKE01,-0.01,0.0
GuildfordOpen2020,minx,d,64,Matthew Thomas,2020THOM02,-0.01,0.0
GuildfordOpen2020,minx,d,64,Oliver Harry Mineyko,2020MINE01,-0.01,0.0
GuildfordOpen2020,minx,d,64,Thomas Stokes,2017STOK03,-0.01,0.0
GuildfordOpen2020,minx,f,1,Sean Moran,2016MORA24,42.11,43.84
GuildfordOpen2020,minx,f,2,Cormac Farrell,2016FARR01,42.02,47.02
GuildfordOpen2020,minx,f,3,Eli Jay,2014JAYE01,44.5,50.26
GuildfordOpen2020,minx,f,4,Katie Davies,2017DAVI03,47.1,51.25
GuildfordOpen2020,minx,f,5,Robert Yau,2009YAUR01,49.83,56.63
GuildfordOpen2020,minx,f,6,Jacob Chambers,2017CHAM09,53.87,56.63
GuildfordOpen2020,minx,f,7,Ben Stokes,2018STOK01,53.77,56.82
GuildfordOpen2020,minx,f,8,Callum Hales-Jepp,2012HALE01,55.5,58.43
GuildfordOpen2020,minx,f,9,Fabio Schwandt,2014SCHW02,56.94,59.03
GuildfordOpen2020,minx,f,10,Harry Savage,2013SAVA01,55.96,63.41
GuildfordOpen2020,minx,f,11,Daniel Sheppard,2009SHEP01,60.8,65.47
GuildfordOpen2020,minx,f,12,Milhouse Gibbons-Paul,2017GIBB01,62.99,70.69
GuildfordOpen2020,minx,f,13,Theo Hall,2017HALL06,59.24,71.09
GuildfordOpen2020,minx,f,14,George Scholey,2015SCHO05,71.57,75.3
GuildfordOpen2020,minx,f,15,Charlie Stark,2014STAR05,77.99,80.31
GuildfordOpen2020,minx,f,16,Robert Alden,2019ALDE01,69.02,82.81
GuildfordOpen2020,minx,f,17,Chris Mills,2014MILL04,72.57,84.6
GuildfordOpen2020,minx,f,18,Cameron Jones,2017JONE14,68.28,85.24
GuildfordOpen2020,minx,f,19,Mark Ostrom,2017OSTR01,75.43,88.22
GuildfordOpen2020,pyram,d,1,Harry Savage,2013SAVA01,2.39,2.84
GuildfordOpen2020,pyram,d,2,Cameron Jones,2017JONE14,2.82,3.31
GuildfordOpen2020,pyram,d,3,Chris Mills,2014MILL04,3.29,3.75
GuildfordOpen2020,pyram,d,4,Kai Roff,2018ROFF01,2.98,3.78
GuildfordOpen2020,pyram,d,5,Jason Harley,2016HARL01,2.59,3.8
GuildfordOpen2020,pyram,d,6,Sora Sato,2018SATO01,2.98,4.03
GuildfordOpen2020,pyram,d,7,Eli Jay,2014JAYE01,2.84,4.19
GuildfordOpen2020,pyram,d,8,Cormac Farrell,2016FARR01,4.14,4.49
GuildfordOpen2020,pyram,d,9,Daniel Sheppard,2009SHEP01,3.76,4.71
GuildfordOpen2020,pyram,d,10,Fabio Schwandt,2014SCHW02,4.13,4.89
GuildfordOpen2020,pyram,d,11,Sam Shaw,2016SHAW02,4.11,5.13
GuildfordOpen2020,pyram,d,12,Marcus Siu,2016SIUM01,3.01,5.18
GuildfordOpen2020,pyram,d,13,Callum Hales-Jepp,2012HALE01,4.56,5.18
GuildfordOpen2020,pyram,d,14,Jaime Calzado Gomez,2018GOME06,3.91,5.26
GuildfordOpen2020,pyram,d,15,Bill Hammill,2015HAMM01,4.84,5.44
GuildfordOpen2020,pyram,d,16,Hussain Iqbal,2016IQBA01,4.66,5.49
GuildfordOpen2020,pyram,d,17,Edward Burgess,2018BURG03,3.79,5.76
GuildfordOpen2020,pyram,d,18,George Scholey,2015SCHO05,4.14,5.82
GuildfordOpen2020,pyram,d,19,Bertie Longden,2014LONG06,4.72,5.84
GuildfordOpen2020,pyram,d,20,Robert Yau,2009YAUR01,4.15,6.0
GuildfordOpen2020,pyram,d,21,Henry Asker,2016ASKE01,4.29,6.05
GuildfordOpen2020,pyram,d,22,Jacob Chambers,2017CHAM09,4.83,6.34
GuildfordOpen2020,pyram,d,23,Milhouse Gibbons-Paul,2017GIBB01,5.18,6.4
GuildfordOpen2020,pyram,d,24,Sean Moran,2016MORA24,6.13,6.58
GuildfordOpen2020,pyram,d,25,Jake Brown,2020BROW01,4.43,6.66
GuildfordOpen2020,pyram,d,26,Oliver Castledine,2018CAST08,4.61,6.68
GuildfordOpen2020,pyram,d,27,Ben Stokes,2018STOK01,4.44,6.72
GuildfordOpen2020,pyram,d,28,Oliver Fisk,2018FISK01,4.88,6.87
GuildfordOpen2020,pyram,d,29,Robert Alden,2019ALDE01,3.78,6.88
GuildfordOpen2020,pyram,d,30,Sarah Fluck,2018FLUC01,4.86,6.9
GuildfordOpen2020,pyram,d,31,Ben Uren,2019UREN01,5.34,6.9
GuildfordOpen2020,pyram,d,32,David Lim,2010LIMD01,5.71,6.94
GuildfordOpen2020,pyram,d,33,Naglis Peciulis,2017PECI01,6.36,7.15
GuildfordOpen2020,pyram,d,34,Mark Ostrom,2017OSTR01,5.41,7.35
GuildfordOpen2020,pyram,d,35,Alexander Edelman,2020EDEL01,6.3,7.36
GuildfordOpen2020,pyram,d,36,Ethan Bayes,2018BAYE01,6.72,7.38
GuildfordOpen2020,pyram,d,37,Jack Buckley,2020BUCK02,5.6,7.54
GuildfordOpen2020,pyram,d,38,Rafi Niman,2016NIMA01,5.9,7.55
GuildfordOpen2020,pyram,d,39,Ethan Pride,2014PRID01,6.07,7.7
GuildfordOpen2020,pyram,d,40,Joe Greenland,2019GREE02,6.22,7.78
GuildfordOpen2020,pyram,d,41,Ekko Balodimos-Mahi,2017BALO02,6.16,7.8
GuildfordOpen2020,pyram,d,42,Joseph Archibald,2019ARCH01,6.47,7.8
GuildfordOpen2020,pyram,d,43,Charlie Stark,2014STAR05,5.69,7.81
GuildfordOpen2020,pyram,d,44,Joseph Williams,2018WILL27,5.66,7.83
GuildfordOpen2020,pyram,d,45,Aidan Grainger,2018GRAI01,5.35,7.96
GuildfordOpen2020,pyram,d,46,Thomas Bevan,2017BEVA01,6.21,7.99
GuildfordOpen2020,pyram,d,47,Theo Hall,2017HALL06,6.83,8.03
GuildfordOpen2020,pyram,d,48,Nathan Nesling,2017NESL02,5.01,8.09
GuildfordOpen2020,pyram,d,49,Harry Owen,2017OWEN01,6.75,8.24
GuildfordOpen2020,pyram,d,50,Tom Salmon,2015SALM03,6.73,8.26
GuildfordOpen2020,pyram,d,51,Daniel Porteous,2019PORT11,6.37,8.43
GuildfordOpen2020,pyram,d,52,Christopher Morris,2013MORR03,4.93,8.71
GuildfordOpen2020,pyram,d,53,Joshua Williams,2018WILL32,6.64,8.86
GuildfordOpen2020,pyram,d,54,James Alonso,2018ALON07,7.83,8.87
GuildfordOpen2020,pyram,d,55,Katie Davies,2017DAVI03,5.26,8.98
GuildfordOpen2020,pyram,d,56,Cassidy Walcott,2019WALC02,6.71,9.04
GuildfordOpen2020,pyram,d,57,Jiayu Wang (王家钰),2014WANG63,7.13,9.22
GuildfordOpen2020,pyram,d,58,Mengfei Shen (沈梦非),2018SHEN07,8.39,9.23
GuildfordOpen2020,pyram,d,59,Toby Brown,2020BROW02,7.18,9.29
GuildfordOpen2020,pyram,d,60,Marco Baschiera Sabet,2019SABE02,8.82,9.39
GuildfordOpen2020,pyram,d,61,Kian Bay Martin,2019MART34,8.62,9.61
GuildfordOpen2020,pyram,d,62,Henry Bennett,2018BENN03,7.69,9.67
GuildfordOpen2020,pyram,d,63,William Callow,2019CALL09,8.53,10.01
GuildfordOpen2020,pyram,d,64,Henry Pearson,2020PEAR01,7.94,10.04
GuildfordOpen2020,pyram,d,65,Daniel Evans,2016EVAN06,9.69,10.15
GuildfordOpen2020,pyram,d,66,Joe Akehurst,2019AKEH01,8.24,10.51
GuildfordOpen2020,pyram,d,67,Brandon Poulton,2019POUL02,6.44,10.62
GuildfordOpen2020,pyram,d,68,Maxsym Ikonyak,2019IKON03,6.45,10.97
GuildfordOpen2020,pyram,d,69,Jamie Gill,2019GILL06,8.62,10.97
GuildfordOpen2020,pyram,d,70,Nabeel Mahmood,2019MAHM07,8.8,10.97
GuildfordOpen2020,pyram,d,71,Morgan Farren Stone,2019STON03,8.82,11.08
GuildfordOpen2020,pyram,d,72,Thaynara Santana de Oliveira,2011OLIV03,8.23,11.11
GuildfordOpen2020,pyram,d,73,Ramsay Elson,2020ELSO01,7.46,11.38
GuildfordOpen2020,pyram,d,74,Harry Taylor,2014TAYL06,9.71,11.56
GuildfordOpen2020,pyram,d,75,Cheuk-Hin Cheng,2020CHEN06,7.57,11.58
GuildfordOpen2020,pyram,d,76,Samuel Talacko,2019TALA02,7.88,11.74
GuildfordOpen2020,pyram,d,77,Aidee Glatz,2019GLAT01,8.15,11.74
GuildfordOpen2020,pyram,d,78,Christian Harris,2019HARR08,8.8,11.93
GuildfordOpen2020,pyram,d,79,Xavier Morgan,2020MORG01,8.41,12.14
GuildfordOpen2020,pyram,d,80,Christopher Dula,2019DULA01,9.66,12.22
GuildfordOpen2020,pyram,d,81,Adit Satpathy,2020SATP01,10.47,12.24
GuildfordOpen2020,pyram,d,82,Hugo Sugawara,2019SUGA02,9.37,12.42
GuildfordOpen2020,pyram,d,83,John Mobey,2019MOBE01,10.99,12.44
GuildfordOpen2020,pyram,d,84,Oscar Axten,2020AXTE01,11.04,12.51
GuildfordOpen2020,pyram,d,85,Thomas Nicholls,2020NICH01,8.76,12.53
GuildfordOpen2020,pyram,d,86,Adam Swaine,2017SWAI01,7.54,12.68
GuildfordOpen2020,pyram,d,87,Yairo Manuel Becerra Gutiérrez,2019GUTI18,9.41,13.02
GuildfordOpen2020,pyram,d,88,Niall Heavin-Noel,2019HEAV02,8.65,13.24
GuildfordOpen2020,pyram,d,89,Harry Cuthbert,2017CUTH01,12.62,13.62
GuildfordOpen2020,pyram,d,90,Teo Luppi,2019LUPP01,10.65,13.67
GuildfordOpen2020,pyram,d,91,Dylan Chan,2020CHAN02,7.0,13.93
GuildfordOpen2020,pyram,d,92,Emmanuel Lumsden,2020LUMS01,12.66,13.93
GuildfordOpen2020,pyram,d,93,Lauren Skerton,2019SKER01,10.21,14.1
GuildfordOpen2020,pyram,d,94,Jack Mulhern,2019MULH01,9.69,14.11
GuildfordOpen2020,pyram,d,95,Sam Spendla,2015SPEN01,11.19,14.53
GuildfordOpen2020,pyram,d,96,Leo Nakanishi (中西玲央),2020NAKA02,12.17,14.65
GuildfordOpen2020,pyram,d,97,Jamie Reeves,2019REEV02,12.36,14.94
GuildfordOpen2020,pyram,d,98,Matthew Thomas,2020THOM02,9.98,15.13
GuildfordOpen2020,pyram,d,99,Monty Hudson,2020HUDS01,9.17,15.26
GuildfordOpen2020,pyram,d,100,Koutaro Maeda (前田宏太朗),2019MAED01,12.27,15.47
GuildfordOpen2020,pyram,d,101,Reuben Wilson,2019WILS04,11.44,15.54
GuildfordOpen2020,pyram,d,102,Aann Bhatia,2020BHAT01,14.36,15.66
GuildfordOpen2020,pyram,d,103,Matthew J. Dorn,2018DORN01,11.31,16.12
GuildfordOpen2020,pyram,d,104,George Vears,2020VEAR01,14.11,16.24
GuildfordOpen2020,pyram,d,105,Christopher Brocklebank,2020BROC01,10.92,16.28
GuildfordOpen2020,pyram,d,106,Theo Tollenaar,2020TOLL01,12.9,16.47
GuildfordOpen2020,pyram,d,107,Thomas Forman,2019FORM01,11.46,16.52
GuildfordOpen2020,pyram,d,108,Joshua Caldwell,2020CALD01,12.44,16.83
GuildfordOpen2020,pyram,d,109,Bowie Brennan,2017BREN05,12.44,17.13
GuildfordOpen2020,pyram,d,110,Finn Swoboda,2020SWOB01,12.08,17.82
GuildfordOpen2020,pyram,d,111,Kaito Sato,2018SATO04,12.08,17.86
GuildfordOpen2020,pyram,d,112,Cheung-Hao Tu,2016TUCH02,10.38,18.24
GuildfordOpen2020,pyram,d,113,Oliver Harry Mineyko,2020MINE01,14.26,18.26
GuildfordOpen2020,pyram,d,114,Nicholas Archer,2020ARCH01,11.14,18.29
GuildfordOpen2020,pyram,d,115,Daniel Clark,2020CLAR02,13.49,18.47
GuildfordOpen2020,pyram,d,116,Samuel Jutte-Topham,2020JUTT01,14.99,18.55
GuildfordOpen2020,pyram,d,117,Kacper Kwasow,2020KWAS01,13.78,18.78
GuildfordOpen2020,pyram,d,118,Will Guest,2020GUES01,12.91,18.86
GuildfordOpen2020,pyram,d,119,Gus MacPherson,2019MACP02,13.61,19.2
GuildfordOpen2020,pyram,d,120,Thomas Stokes,2017STOK03,17.03,19.39
GuildfordOpen2020,pyram,d,121,Pete Lee,2018LEEP04,17.41,21.76
GuildfordOpen2020,pyram,d,122,Kacper Kopacz,2019KOPA01,12.96,23.04
GuildfordOpen2020,pyram,d,123,Asikka Sivabalan,2020SIVA01,15.71,23.16
GuildfordOpen2020,pyram,d,124,Dominic Williams,2020WILL04,14.88,23.48
GuildfordOpen2020,pyram,d,125,Heval Benjamin Kartal,2020KART01,12.52,23.88
GuildfordOpen2020,pyram,d,126,Bray Bailey Baker,2020BAKE01,16.24,24.31
GuildfordOpen2020,pyram,d,127,Theo Proferes,2019PROF01,10.23,32.05
GuildfordOpen2020,pyram,d,128,Bobby Clark,2020CLAR01,21.58,41.49
GuildfordOpen2020,pyram,d,129,Felix Ongley,2019ONGL01,9.89,-0.01
GuildfordOpen2020,pyram,d,130,Samuel Heath,2020HEAT01,31.1,0.0
GuildfordOpen2020,pyram,d,131,Guy Grainger,2020GRAI01,83.78,0.0
GuildfordOpen2020,pyram,2,1,Harry Savage,2013SAVA01,2.14,3.04
GuildfordOpen2020,pyram,2,2,Jason Harley,2016HARL01,2.42,3.35
GuildfordOpen2020,pyram,2,3,Kai Roff,2018ROFF01,2.36,3.49
GuildfordOpen2020,pyram,2,4,Sora Sato,2018SATO01,2.55,3.7
GuildfordOpen2020,pyram,2,5,Fabio Schwandt,2014SCHW02,3.44,4.2
GuildfordOpen2020,pyram,2,6,Eli Jay,2014JAYE01,3.15,4.86
GuildfordOpen2020,pyram,2,7,Chris Mills,2014MILL04,4.01,4.87
GuildfordOpen2020,pyram,2,8,Cameron Jones,2017JONE14,3.22,4.99
GuildfordOpen2020,pyram,2,9,Edward Burgess,2018BURG03,2.62,5.12
GuildfordOpen2020,pyram,2,10,Daniel Sheppard,2009SHEP01,3.33,5.14
GuildfordOpen2020,pyram,2,11,Callum Hales-Jepp,2012HALE01,4.34,5.29
GuildfordOpen2020,pyram,2,12,Marcus Siu,2016SIUM01,3.5,5.5
GuildfordOpen2020,pyram,2,13,Jaime Calzado Gomez,2018GOME06,3.75,5.5
GuildfordOpen2020,pyram,2,14,Robert Yau,2009YAUR01,4.12,5.55
GuildfordOpen2020,pyram,2,15,Cormac Farrell,2016FARR01,3.3,5.67
GuildfordOpen2020,pyram,2,16,Sam Shaw,2016SHAW02,3.47,5.71
GuildfordOpen2020,pyram,2,17,Milhouse Gibbons-Paul,2017GIBB01,4.2,5.94
GuildfordOpen2020,pyram,2,18,Oliver Castledine,2018CAST08,4.11,6.01
GuildfordOpen2020,pyram,2,19,Bill Hammill,2015HAMM01,3.87,6.09
GuildfordOpen2020,pyram,2,20,Hussain Iqbal,2016IQBA01,5.46,6.28
GuildfordOpen2020,pyram,2,21,Sean Moran,2016MORA24,4.26,6.29
GuildfordOpen2020,pyram,2,22,Jacob Chambers,2017CHAM09,3.41,6.36
GuildfordOpen2020,pyram,2,23,Sarah Fluck,2018FLUC01,4.86,6.51
GuildfordOpen2020,pyram,2,24,Ben Stokes,2018STOK01,3.96,6.57
GuildfordOpen2020,pyram,2,25,George Scholey,2015SCHO05,4.61,6.57
GuildfordOpen2020,pyram,2,26,Henry Asker,2016ASKE01,2.99,6.58
GuildfordOpen2020,pyram,2,27,Charlie Stark,2014STAR05,4.55,7.03
GuildfordOpen2020,pyram,2,28,Tom Salmon,2015SALM03,5.8,7.06
GuildfordOpen2020,pyram,2,29,Jake Brown,2020BROW01,3.79,7.19
GuildfordOpen2020,pyram,2,30,Robert Alden,2019ALDE01,3.96,7.21
GuildfordOpen2020,pyram,2,31,Ben Uren,2019UREN01,4.41,7.48
GuildfordOpen2020,pyram,2,32,Naglis Peciulis,2017PECI01,6.12,7.8
GuildfordOpen2020,pyram,2,33,Alexander Edelman,2020EDEL01,6.22,7.8
GuildfordOpen2020,pyram,2,34,Ethan Pride,2014PRID01,7.2,7.95
GuildfordOpen2020,pyram,2,35,Oliver Fisk,2018FISK01,5.54,8.0
GuildfordOpen2020,pyram,2,36,Katie Davies,2017DAVI03,6.63,8.01
GuildfordOpen2020,pyram,2,37,Mark Ostrom,2017OSTR01,6.31,8.03
GuildfordOpen2020,pyram,2,38,David Lim,2010LIMD01,7.23,8.06
GuildfordOpen2020,pyram,2,39,Ethan Bayes,2018BAYE01,7.46,8.62
GuildfordOpen2020,pyram,2,40,Cassidy Walcott,2019WALC02,7.23,8.7
GuildfordOpen2020,pyram,2,41,Bertie Longden,2014LONG06,8.38,8.7
GuildfordOpen2020,pyram,2,42,Joseph Archibald,2019ARCH01,5.92,8.75
GuildfordOpen2020,pyram,2,43,Harry Owen,2017OWEN01,7.65,8.87
GuildfordOpen2020,pyram,2,44,Aidan Grainger,2018GRAI01,7.86,9.12
GuildfordOpen2020,pyram,2,45,Daniel Porteous,2019PORT11,8.21,9.19
GuildfordOpen2020,pyram,2,46,Jiayu Wang (王家钰),2014WANG63,7.94,9.27
GuildfordOpen2020,pyram,2,47,Joshua Williams,2018WILL32,6.93,9.37
GuildfordOpen2020,pyram,2,48,Rafi Niman,2016NIMA01,7.45,9.52
GuildfordOpen2020,pyram,2,49,Theo Hall,2017HALL06,8.04,9.52
GuildfordOpen2020,pyram,2,50,William Callow,2019CALL09,6.49,9.53
GuildfordOpen2020,pyram,2,51,Joseph Williams,2018WILL27,8.31,9.72
GuildfordOpen2020,pyram,2,52,Henry Bennett,2018BENN03,7.65,9.76
GuildfordOpen2020,pyram,2,53,Mengfei Shen (沈梦非),2018SHEN07,7.92,9.89
GuildfordOpen2020,pyram,2,54,Joe Greenland,2019GREE02,8.42,10.16
GuildfordOpen2020,pyram,2,55,Nathan Nesling,2017NESL02,6.51,10.21
GuildfordOpen2020,pyram,2,56,Christopher Morris,2013MORR03,6.63,10.27
GuildfordOpen2020,pyram,2,57,Kian Bay Martin,2019MART34,8.49,10.47
GuildfordOpen2020,pyram,2,58,Jack Buckley,2020BUCK02,9.34,10.54
GuildfordOpen2020,pyram,2,59,Ekko Balodimos-Mahi,2017BALO02,8.03,10.59
GuildfordOpen2020,pyram,2,60,Marco Baschiera Sabet,2019SABE02,9.57,10.64
GuildfordOpen2020,pyram,2,61,Toby Brown,2020BROW02,8.59,10.8
GuildfordOpen2020,pyram,2,62,James Alonso,2018ALON07,8.2,11.15
GuildfordOpen2020,pyram,2,63,Henry Pearson,2020PEAR01,9.77,11.64
GuildfordOpen2020,pyram,2,64,Thomas Bevan,2017BEVA01,10.35,12.21
GuildfordOpen2020,pyram,f,1,Sora Sato,2018SATO01,2.72,3.45
GuildfordOpen2020,pyram,f,2,Jason Harley,2016HARL01,2.97,3.87
GuildfordOpen2020,pyram,f,3,Kai Roff,2018ROFF01,1.98,3.92
GuildfordOpen2020,pyram,f,4,Chris Mills,2014MILL04,3.83,4.01
GuildfordOpen2020,pyram,f,5,Edward Burgess,2018BURG03,2.65,4.2
GuildfordOpen2020,pyram,f,6,Harry Savage,2013SAVA01,1.9,4.41
GuildfordOpen2020,pyram,f,7,Fabio Schwandt,2014SCHW02,3.16,4.57
GuildfordOpen2020,pyram,f,8,Cameron Jones,2017JONE14,3.77,4.62
GuildfordOpen2020,pyram,f,9,Eli Jay,2014JAYE01,3.09,4.76
GuildfordOpen2020,pyram,f,10,Sam Shaw,2016SHAW02,4.08,5.13
GuildfordOpen2020,pyram,f,11,Hussain Iqbal,2016IQBA01,3.5,5.2
GuildfordOpen2020,pyram,f,12,Daniel Sheppard,2009SHEP01,4.01,5.34
GuildfordOpen2020,pyram,f,13,Robert Yau,2009YAUR01,4.93,5.45
GuildfordOpen2020,pyram,f,14,Callum Hales-Jepp,2012HALE01,4.42,5.46
GuildfordOpen2020,pyram,f,15,Cormac Farrell,2016FARR01,4.62,5.58
GuildfordOpen2020,pyram,f,16,Milhouse Gibbons-Paul,2017GIBB01,4.21,5.69
GuildfordOpen2020,pyram,f,17,Jaime Calzado Gomez,2018GOME06,3.4,5.77
GuildfordOpen2020,pyram,f,18,Sean Moran,2016MORA24,4.24,5.88
GuildfordOpen2020,pyram,f,19,Bill Hammill,2015HAMM01,4.02,6.03
GuildfordOpen2020,pyram,f,20,Oliver Castledine,2018CAST08,3.87,7.14
GuildfordOpen2020,444bf,f,1,Mengfei Shen (沈梦非),2018SHEN07,215.47,-0.01
GuildfordOpen2020,444bf,f,2,Nevins Chan Pak Hoong (陈百鸿),2010CHAN20,272.17,340.95
GuildfordOpen2020,444bf,f,3,Callum Hales-Jepp,2012HALE01,313.05,-0.01
GuildfordOpen2020,444bf,f,4,Bill Hammill,2015HAMM01,682.0,718.0
GuildfordOpen2020,444bf,f,5,Cheung-Hao Tu,2016TUCH02,744.0,-0.01
GuildfordOpen2020,444bf,f,6,Adam Swaine,2017SWAI01,-0.01,-0.01
GuildfordOpen2020,444bf,f,6,Andy Nicholls,2015NICH04,-0.01,-0.01
GuildfordOpen2020,444bf,f,6,Ben Stokes,2018STOK01,-0.01,-0.01
GuildfordOpen2020,444bf,f,6,Eli Jay,2014JAYE01,-0.01,-0.01
GuildfordOpen2020,444bf,f,6,Ethan Pride,2014PRID01,-0.01,-0.01
GuildfordOpen2020,444bf,f,6,Fabio Schwandt,2014SCHW02,-0.01,-0.01
GuildfordOpen2020,444bf,f,6,Harry Owen,2017OWEN01,-0.01,-0.01
GuildfordOpen2020,444bf,f,6,Harry Savage,2013SAVA01,-0.01,-0.01
GuildfordOpen2020,444bf,f,6,Jacob Chambers,2017CHAM09,-0.01,-0.01
GuildfordOpen2020,444bf,f,6,James Molloy,2011MOLL01,-0.01,-0.01
GuildfordOpen2020,444bf,f,6,Jason Harley,2016HARL01,-0.01,-0.01
GuildfordOpen2020,444bf,f,6,Joe Akehurst,2019AKEH01,-0.01,-0.01
GuildfordOpen2020,444bf,f,6,Joseph Williams,2018WILL27,-0.01,-0.01
GuildfordOpen2020,444bf,f,6,Kai Roff,2018ROFF01,-0.01,-0.01
GuildfordOpen2020,444bf,f,6,Nabeel Mahmood,2019MAHM07,-0.01,-0.01
